activity,patient
"[9.366666666666667, 9.5, 9.5, 9.733333333333333, 9.9, 9.9, 10.0, 10.0, 9.633333333333333, 9.733333333333333, 9.7, 9.9, 9.9, 9.866666666666667, 9.6, 9.5, 9.5, 9.5, 9.466666666666667, 9.333333333333334, 9.5, 9.5, 9.5, 9.5, 9.1, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.666666666666666, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0]",2.0
"[9.0, 9.0, 9.033333333333333, 9.266666666666667, 9.466666666666667, 9.466666666666667, 9.5, 9.5, 9.5, 9.5, 9.5, 9.5, 9.5, 9.5, 8.933333333333334, 7.733333333333333, 7.533333333333333, 8.133333333333333, 8.6, 7.866666666666666, 7.933333333333334, 7.533333333333333, 7.533333333333333, 8.933333333333334, 9.5, 9.5, 9.3, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.133333333333333, 9.166666666666666, 9.166666666666666, 9.166666666666666, 9.166666666666666, 9.366666666666667, 9.433333333333334, 9.466666666666667, 9.5, 9.1, 9.033333333333333, 7.966666666666667, 7.0]",2.0
"[7.0, 7.0, 7.0, 7.0, 7.0, 7.066666666666666, 7.0, 7.066666666666666, 7.266666666666667, 7.066666666666666, 7.2, 7.066666666666666, 7.666666666666667, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 7.333333333333333, 7.0, 7.333333333333333, 9.3, 9.133333333333333, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 22.033333333333335, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.033333333333333]",2.0
"[8.0, 138.93333333333334, 61.166666666666664, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.166666666666666, 354.8, 281.53333333333336, 908.8666666666667, 101.33333333333333, 35.0, 483.9, 449.76666666666665, 192.2, 514.9333333333333, 271.1333333333333, 496.56666666666666, 387.0, 1379.7333333333333, 706.9333333333333, 452.1333333333333, 765.5333333333333, 287.6, 1071.8, 379.1666666666667, 273.06666666666666, 181.23333333333332, 158.5, 306.0, 353.9, 348.3666666666667, 770.5, 212.66666666666666, 270.6333333333333, 161.16666666666666, 383.6333333333333]",3.0
"[363.7, 116.36666666666666, 85.13333333333334, 184.2, 9.1, 4.6, 10.5, 13.066666666666666, 16.666666666666668, 6.066666666666666, 6.033333333333333, 16.666666666666668, 111.4, 4.6, 5.766666666666667, 25.733333333333334, 19.733333333333334, 12.433333333333334, 103.63333333333334, 490.7, 434.03333333333336, 132.06666666666666, 320.73333333333335, 183.63333333333333, 232.63333333333333, 158.8, 526.2, 376.73333333333335, 286.53333333333336, 259.6666666666667, 389.1666666666667, 403.73333333333335, 432.53333333333336, 346.1333333333333, 202.93333333333334, 338.3, 464.1333333333333, 94.73333333333333, 37.6, 136.06666666666666, 549.3666666666667, 548.0666666666667, 132.16666666666666, 162.73333333333332, 129.2, 118.23333333333333, 272.1666666666667, 37.03333333333333]",3.0
"[111.73333333333333, 136.73333333333332, 35.333333333333336, 101.9, 3.6666666666666665, 7.733333333333333, 3.3333333333333335, 13.033333333333333, 46.1, 3.0, 8.5, 11.1, 17.933333333333334, 15.666666666666666, 9.333333333333334, 23.5, 99.76666666666667, 31.1, 37.166666666666664, 175.06666666666666, 10.633333333333333, 22.266666666666666, 70.2, 30.4, 55.93333333333333, 413.3333333333333, 29.566666666666666, 62.333333333333336, 29.266666666666666, 382.96666666666664, 756.7333333333333, 134.0, 808.1, 271.8333333333333, 277.0, 391.2, 546.6333333333333, 360.93333333333334, 613.1, 59.8, 57.9, 703.7, 1106.4666666666667, 1187.8666666666666, 280.4, 259.6666666666667, 72.53333333333333, 751.0]",3.0
"[102.16666666666667, 39.36666666666667, 4.866666666666666, 5.0, 113.73333333333333, 10.9, 10.966666666666667, 31.6, 17.166666666666668, 11.1, 9.133333333333333, 6.8, 5.833333333333333, 30.2, 9.933333333333334, 57.53333333333333, 81.73333333333333, 22.733333333333334, 297.4, 607.7, 384.23333333333335, 326.5, 630.5333333333333, 119.86666666666666, 606.8666666666667, 750.1666666666666, 616.4666666666667, 347.6, 441.23333333333335, 566.5, 591.6666666666666, 620.3333333333334, 851.6666666666666, 795.1666666666666, 519.2, 466.56666666666666, 684.0, 598.0, 402.6, 509.9, 643.2, 331.3333333333333, 402.7, 147.16666666666666, 83.8, 495.0, 646.9, 530.2]",3.0
"[289.0, 286.8333333333333, 496.3666666666667, 167.83333333333334, 177.96666666666667, 98.3, 3.466666666666667, 112.26666666666667, 12.966666666666667, 22.7, 28.366666666666667, 14.6, 80.63333333333334, 3.0, 31.766666666666666, 38.93333333333333, 21.0, 21.666666666666668, 88.16666666666667, 121.7, 407.2, 196.6, 240.23333333333332, 237.0, 237.0, 502.06666666666666, 712.9666666666667, 995.4666666666667, 733.8333333333334, 472.7, 1023.0666666666667, 786.9666666666667, 404.1, 355.43333333333334, 312.4, 67.16666666666667, 3.066666666666667, 7.366666666666666, 4.233333333333333, 24.366666666666667, 139.93333333333334, 344.3, 334.8333333333333, 197.53333333333333, 243.9, 77.3, 72.83333333333333, 102.76666666666667]",3.0
"[289.1333333333333, 196.13333333333333, 333.96666666666664, 151.8, 260.2, 96.43333333333334, 50.266666666666666, 187.26666666666668, 67.43333333333334, 3.0, 29.366666666666667, 84.46666666666667, 20.566666666666666, 37.46666666666667, 16.7, 12.133333333333333, 17.0, 4.333333333333333, 190.96666666666667, 403.3333333333333, 312.76666666666665, 484.56666666666666, 740.8666666666667, 666.6333333333333, 939.8666666666667, 573.4666666666667, 397.8666666666667, 359.4, 686.6, 838.8666666666667, 1024.5666666666666, 928.2333333333333, 532.1333333333333, 373.96666666666664, 522.9333333333333, 359.5, 474.06666666666666, 375.3333333333333, 340.1666666666667, 38.5, 111.16666666666667, 75.7, 3.066666666666667, 6.766666666666667, 8.066666666666666, 22.3, 6.966666666666667, 56.766666666666666]",3.0
"[3.433333333333333, 6.266666666666667, 3.066666666666667, 28.266666666666666, 38.03333333333333, 3.0, 92.2, 23.1, 6.7, 8.066666666666666, 8.0, 3.566666666666667, 16.933333333333334, 3.7333333333333334, 27.333333333333332, 333.2, 338.4, 355.06666666666666, 580.7666666666667, 48.2, 572.5666666666667, 444.53333333333336, 624.2333333333333, 720.6, 174.86666666666667, 1084.2333333333333, 582.6, 111.2, 356.96666666666664, 734.3, 372.1, 748.0666666666667, 758.7333333333333, 654.9, 617.9333333333333, 397.26666666666665, 294.6666666666667, 355.53333333333336, 395.3333333333333, 499.7, 512.0666666666667, 164.13333333333333, 348.8333333333333, 40.53333333333333, 66.9, 18.466666666666665, 488.53333333333336, 167.5]",3.0
"[10.1, 6.066666666666666, 10.133333333333333, 30.033333333333335, 12.466666666666667, 104.3, 4.366666666666666, 19.033333333333335, 11.1, 15.066666666666666, 4.533333333333333, 90.06666666666666, 5.633333333333334, 10.166666666666666, 38.36666666666667, 6.0, 28.366666666666667, 31.066666666666666, 29.733333333333334, 217.0, 188.3, 398.06666666666666, 790.6333333333333, 97.5, 525.7666666666667, 175.3, 980.8666666666667, 738.3666666666667, 185.43333333333334, 334.26666666666665, 948.3, 1437.2, 447.8, 360.6333333333333, 170.73333333333332, 883.3, 65.5, 14.166666666666666, 240.56666666666666, 39.86666666666667, 38.333333333333336, 48.266666666666666, 37.666666666666664, 59.53333333333333, 40.833333333333336, 202.93333333333334, 16.266666666666666, 197.9]",3.0
"[387.1333333333333, 346.56666666666666, 141.6, 200.6, 24.166666666666668, 144.33333333333334, 91.76666666666667, 43.833333333333336, 38.233333333333334, 70.63333333333334, 5.0, 15.766666666666667, 8.1, 137.93333333333334, 13.033333333333333, 9.133333333333333, 15.933333333333334, 11.466666666666667, 10.1, 224.06666666666666, 218.9, 317.43333333333334, 34.2, 89.56666666666666, 1175.9666666666667, 201.63333333333333, 125.96666666666667, 532.1, 580.3, 810.5333333333333, 778.5333333333333, 535.7666666666667, 358.8, 433.3, 527.6333333333333, 719.1333333333333, 155.3, 344.76666666666665, 540.4333333333333, 247.9, 189.43333333333334, 344.3666666666667, 530.9666666666667, 415.43333333333334, 282.0, 153.7, 89.16666666666667, 122.66666666666667]",3.0
"[296.5, 34.3, 118.2, 61.36666666666667, 10.066666666666666, 5.5, 132.86666666666667, 5.0, 8.866666666666667, 7.533333333333333, 5.366666666666666, 18.333333333333332, 99.6, 43.166666666666664, 11.9, 28.066666666666666, 8.166666666666666, 23.133333333333333, 56.46666666666667, 5.066666666666666, 6.933333333333334, 147.13333333333333, 147.0, 275.1333333333333, 78.76666666666667, 367.73333333333335, 287.73333333333335, 344.0, 606.6333333333333, 571.1333333333333, 294.1, 581.9666666666667, 557.5666666666667, 354.5, 185.13333333333333, 482.9, 311.3333333333333, 177.4, 267.6666666666667, 137.13333333333333, 802.0333333333333, 398.76666666666665, 214.86666666666667, 292.1, 169.03333333333333, 110.1, 71.9, 280.3666666666667]",3.0
"[296.06666666666666, 314.6333333333333, 189.9, 103.76666666666667, 445.56666666666666, 35.9, 248.93333333333334, 36.166666666666664, 5.0, 39.8, 104.0, 10.366666666666667, 10.333333333333334, 6.5, 10.2, 6.166666666666667, 12.266666666666667, 41.13333333333333, 10.366666666666667, 23.333333333333332, 4.466666666666667, 5.333333333333333, 5.0, 6.733333333333333, 48.06666666666667, 175.9, 945.1, 730.9333333333333, 578.3666666666667, 664.7666666666667, 522.4333333333333, 478.8666666666667, 535.8333333333334, 650.8, 727.6666666666666, 685.7333333333333, 1243.1333333333334, 694.7, 1643.1, 1158.9666666666667, 182.9, 329.06666666666666, 636.1, 248.76666666666668, 294.96666666666664, 535.8, 302.2, 379.73333333333335]",3.0
"[514.7333333333333, 76.43333333333334, 40.6, 131.93333333333334, 4.266666666666667, 5.0, 26.7, 8.9, 20.133333333333333, 197.43333333333334, 35.36666666666667, 3.8, 10.966666666666667, 5.7, 40.93333333333333, 17.466666666666665, 21.6, 25.3, 25.066666666666666, 12.466666666666667, 34.733333333333334, 138.93333333333334, 145.96666666666667, 286.9, 856.5333333333333, 597.5666666666667, 355.9, 614.4666666666667, 669.7, 489.2, 632.5333333333333, 477.7, 426.3333333333333, 756.5333333333333, 878.8, 354.93333333333334, 1168.3333333333333, 1229.5666666666666, 315.3666666666667, 113.23333333333333, 529.3666666666667, 619.5, 951.2333333333333, 521.9666666666667, 632.9, 500.76666666666665, 269.3333333333333, 636.3]",3.0
"[433.3333333333333, 668.8333333333334, 124.0, 52.733333333333334, 202.56666666666666, 83.66666666666667, 3.0, 10.1, 12.7, 9.066666666666666, 10.433333333333334, 20.133333333333333, 15.333333333333334, 136.3, 3.7, 9.5, 13.666666666666666, 23.133333333333333, 25.833333333333332, 8.466666666666667, 29.0, 29.566666666666666, 28.833333333333332, 184.1, 614.4, 603.2666666666667, 758.7333333333333, 754.9333333333333, 808.1666666666666, 551.2666666666667, 1734.3, 512.9666666666667, 598.9333333333333, 1375.8, 1224.6333333333334, 447.43333333333334, 361.7, 774.8, 683.3666666666667, 534.9, 669.8, 755.7666666666667, 102.03333333333333, 408.1333333333333, 161.5, 1036.3333333333333, 574.4333333333333, 322.1]",3.0
"[89.8, 453.96666666666664, 157.63333333333333, 185.86666666666667, 318.7, 133.1, 142.03333333333333, 50.13333333333333, 4.966666666666667, 5.433333333333334, 7.233333333333333, 120.03333333333333, 3.0, 9.4, 18.1, 3.8666666666666667, 29.233333333333334, 19.866666666666667, 4.7, 21.266666666666666, 391.53333333333336, 169.83333333333334, 847.8666666666667, 640.3666666666667, 599.8666666666667, 634.6666666666666, 556.4333333333333, 434.46666666666664, 100.16666666666667, 523.5, 1161.1, 975.2, 730.3333333333334, 668.1333333333333, 418.26666666666665, 909.6333333333333, 572.7, 428.9, 169.83333333333334, 323.8666666666667, 718.4, 431.2, 806.3333333333334, 268.26666666666665, 673.7666666666667, 235.83333333333334, 238.93333333333334, 246.53333333333333]",3.0
"[36.733333333333334, 37.266666666666666, 8.733333333333333, 5.366666666666666, 0.1, 7.433333333333334, 0.1, 0.06666666666666667, 8.966666666666667, 10.0, 4.433333333333334, 8.566666666666666, 1.2333333333333334, 400.93333333333334, 315.3333333333333, 284.06666666666666, 298.1, 235.4, 340.3333333333333, 400.73333333333335, 220.33333333333334, 24.266666666666666, 117.0, 67.66666666666667, 94.56666666666666, 545.0, 461.53333333333336, 255.23333333333332, 113.33333333333333, 168.96666666666667, 123.1, 202.06666666666666, 247.4, 198.93333333333334, 53.4, 105.33333333333333, 334.3666666666667, 418.23333333333335, 461.3333333333333, 639.4, 376.93333333333334, 482.46666666666664, 769.9, 777.8333333333334, 828.7333333333333, 480.1666666666667, 416.73333333333335, 526.0333333333333]",4.0
"[117.33333333333333, 148.8, 182.4, 156.43333333333334, 174.83333333333334, 107.66666666666667, 173.23333333333332, 153.46666666666667, 290.3333333333333, 47.833333333333336, 66.6, 90.06666666666666, 228.06666666666666, 0.0, 3.433333333333333, 23.633333333333333, 137.36666666666667, 10.6, 2.3666666666666667, 4.433333333333334, 2.9, 0.5666666666666667, 26.866666666666667, 135.06666666666666, 162.23333333333332, 549.8, 309.4, 228.53333333333333, 158.26666666666668, 196.66666666666666, 146.1, 48.733333333333334, 26.633333333333333, 100.93333333333334, 3.433333333333333, 232.6, 172.13333333333333, 241.76666666666668, 248.16666666666666, 92.36666666666666, 211.7, 253.4, 298.8333333333333, 42.8, 149.0, 460.2, 136.7, 54.333333333333336]",4.0
"[120.93333333333334, 63.43333333333333, 123.03333333333333, 128.53333333333333, 337.46666666666664, 70.36666666666666, 5.7, 6.8, 1.3666666666666667, 3.2, 1.6333333333333333, 9.933333333333334, 4.133333333333334, 3.566666666666667, 7.0, 9.8, 0.1, 16.533333333333335, 127.3, 32.56666666666667, 3.8333333333333335, 3.6666666666666665, 0.6, 7.866666666666666, 8.033333333333333, 0.0, 19.4, 9.033333333333333, 1.8333333333333333, 435.96666666666664, 445.53333333333336, 108.96666666666667, 112.86666666666666, 760.0333333333333, 414.23333333333335, 114.5, 595.3, 33.96666666666667, 147.83333333333334, 280.53333333333336, 329.2, 200.7, 182.5, 670.4666666666667, 391.3, 138.53333333333333, 235.1, 210.63333333333333]",4.0
"[78.2, 62.666666666666664, 98.26666666666667, 281.26666666666665, 80.66666666666667, 96.26666666666667, 39.6, 66.03333333333333, 167.36666666666667, 175.46666666666667, 0.0, 16.7, 20.233333333333334, 19.833333333333332, 5.4, 3.566666666666667, 1.7333333333333334, 17.733333333333334, 7.7, 3.3666666666666667, 4.5, 5.066666666666666, 10.833333333333334, 5.4, 8.133333333333333, 21.266666666666666, 172.7, 391.3, 328.93333333333334, 152.93333333333334, 88.8, 157.86666666666667, 203.93333333333334, 98.6, 329.5, 449.5, 119.16666666666667, 79.96666666666667, 784.2666666666667, 173.23333333333332, 270.43333333333334, 152.03333333333333, 275.73333333333335, 202.33333333333334, 247.5, 647.5333333333333, 553.5, 430.5]",4.0
"[155.2, 79.2, 125.73333333333333, 182.23333333333332, 121.93333333333334, 103.86666666666666, 130.6, 253.83333333333334, 18.333333333333332, 0.0, 10.766666666666667, 1.7666666666666666, 5.866666666666666, 4.733333333333333, 3.2, 20.233333333333334, 16.5, 0.0, 7.633333333333334, 5.766666666666667, 6.2, 1.0, 18.566666666666666, 23.8, 34.06666666666667, 286.5, 438.56666666666666, 116.46666666666667, 88.56666666666666, 567.1666666666666, 453.0, 211.33333333333334, 232.86666666666667, 196.06666666666666, 112.0, 127.96666666666667, 355.46666666666664, 254.73333333333332, 464.46666666666664, 748.0333333333333, 568.5333333333333, 292.8333333333333, 231.63333333333333, 414.23333333333335, 274.2, 425.6, 180.6, 227.56666666666666]",4.0
"[128.8, 263.03333333333336, 200.36666666666667, 43.8, 98.33333333333333, 138.3, 541.3666666666667, 89.73333333333333, 29.8, 260.46666666666664, 244.53333333333333, 368.8333333333333, 458.3333333333333, 593.8, 210.26666666666668, 14.833333333333334, 30.1, 15.566666666666666, 14.733333333333333, 2.3, 9.766666666666667, 5.833333333333333, 4.033333333333333, 3.433333333333333, 1.7, 17.866666666666667, 0.0, 188.33333333333334, 247.9, 166.06666666666666, 503.9, 228.43333333333334, 174.43333333333334, 252.73333333333332, 168.8, 425.1666666666667, 232.0, 156.36666666666667, 182.73333333333332, 173.56666666666666, 226.1, 524.1666666666666, 82.63333333333334, 286.7, 429.93333333333334, 164.66666666666666, 152.46666666666667, 125.13333333333334]",4.0
"[389.06666666666666, 214.63333333333333, 61.0, 37.5, 1.3, 4.433333333333334, 3.3, 1.3333333333333333, 2.466666666666667, 0.0, 18.2, 2.533333333333333, 7.066666666666666, 480.6333333333333, 996.0, 1170.4, 492.6666666666667, 220.13333333333333, 401.56666666666666, 294.23333333333335, 419.3333333333333, 431.8666666666667, 632.9, 208.53333333333333, 591.3, 343.0, 447.7, 291.03333333333336, 444.06666666666666, 371.9, 411.6666666666667, 780.3333333333334, 381.0, 420.8333333333333, 665.9333333333333, 1082.1666666666667, 733.1666666666666, 740.0, 800.8333333333334, 667.7666666666667, 831.0333333333333, 215.9, 773.9, 69.93333333333334, 30.566666666666666, 124.5, 44.03333333333333, 258.8666666666667]",4.0
"[422.6333333333333, 22.7, 45.03333333333333, 5.666666666666667, 2.3333333333333335, 5.2, 5.366666666666666, 5.733333333333333, 1.5, 0.1, 6.4, 0.0, 0.9333333333333333, 0.5, 14.533333333333333, 403.46666666666664, 659.7333333333333, 608.2333333333333, 439.43333333333334, 587.3333333333334, 709.2333333333333, 836.0666666666667, 1230.2333333333333, 1234.5, 1107.8, 383.73333333333335, 873.1666666666666, 1242.2, 1236.0, 1110.1666666666667, 1025.0333333333333, 1169.3, 683.4666666666667, 698.4333333333333, 604.3666666666667, 969.5333333333333, 1276.5, 675.5333333333333, 282.1666666666667, 403.0, 32.03333333333333, 291.1, 68.9, 139.43333333333334, 226.56666666666666, 216.56666666666666, 131.9, 380.03333333333336]",4.0
"[233.0, 306.0, 45.8, 2.466666666666667, 15.6, 0.13333333333333333, 5.333333333333333, 0.7, 2.8666666666666667, 4.666666666666667, 9.733333333333333, 0.0, 5.266666666666667, 19.866666666666667, 0.0, 11.5, 562.7333333333333, 674.7, 560.8333333333334, 745.7666666666667, 1114.3, 1103.9666666666667, 831.2, 340.93333333333334, 829.7333333333333, 1188.9666666666667, 1166.8333333333333, 1059.3666666666666, 1105.1, 1282.7666666666667, 1269.1333333333334, 1222.4666666666667, 1158.8666666666666, 636.2666666666667, 391.6666666666667, 245.73333333333332, 406.1333333333333, 194.76666666666668, 99.33333333333333, 307.5, 146.23333333333332, 81.66666666666667, 150.03333333333333, 30.633333333333333, 58.43333333333333, 233.5, 498.53333333333336, 245.73333333333332]",4.0
"[125.4, 313.76666666666665, 22.933333333333334, 71.33333333333333, 2.3666666666666667, 9.5, 0.0, 8.5, 2.7333333333333334, 3.1, 7.533333333333333, 2.8666666666666667, 2.2333333333333334, 2.933333333333333, 21.566666666666666, 413.6, 293.9, 419.1333333333333, 765.9, 661.7333333333333, 896.3666666666667, 738.3, 468.26666666666665, 915.3333333333334, 620.1666666666666, 1090.3, 1240.3333333333333, 1436.5666666666666, 1130.1666666666667, 1102.0333333333333, 1337.4, 1015.9333333333333, 282.6, 894.8333333333334, 968.7, 1117.8666666666666, 657.9666666666667, 646.3666666666667, 523.3, 762.4, 952.9, 1304.7, 617.7666666666667, 1185.8666666666666, 1154.2333333333333, 821.3, 577.3666666666667, 435.3]",4.0
"[367.6333333333333, 143.4, 138.03333333333333, 131.9, 56.43333333333333, 57.6, 155.2, 81.9, 35.6, 95.73333333333333, 248.1, 163.7, 192.13333333333333, 131.83333333333334, 144.76666666666668, 196.96666666666667, 189.56666666666666, 112.83333333333333, 5.466666666666667, 1.2, 1.0, 363.93333333333334, 330.3333333333333, 284.96666666666664, 645.0, 1163.2333333333333, 1279.9666666666667, 263.7, 218.7, 202.56666666666666, 286.06666666666666, 103.56666666666666, 440.6666666666667, 21.666666666666668, 0.0, 10.1, 43.833333333333336, 202.36666666666667, 187.6, 183.36666666666667, 192.16666666666666, 754.5666666666667, 481.3333333333333, 304.03333333333336, 186.3, 95.36666666666666, 198.2, 189.16666666666666]",4.0
